OrderID,Date,Time,Location,Weather,OrderType,Price,DeliveryTime_min,IsDelayed,Rating
742,2025-03-22,15:36,Shymkent,Clear,Salads,22.27,77,1,3
743,2025-03-01,16:29,Astana,Cloudy,Burgers,21.32,35,0,3
744,2025-04-29,21:42,Shymkent,Clear,Sushi,6.5,69,1,1
745,2025-02-26,22:27,Shymkent,Rain,Pizza,20.43,28,0,2
746,2025-03-29,10:39,Almaty,Cloudy,Pizza,11.41,38,0,3
747,2025-03-10,18:44,Astana,Clear,Pizza,6.2,15,0,2
748,2025-02-15,11:48,Shymkent,Clear,Pizza,22.38,72,1,1
749,2025-02-26,15:05,Karaganda,Rain,Burgers,16.25,49,1,3
750,2025-03-09,21:14,Astana,Cloudy,Salads,21.5,17,0,1
751,2025-03-17,21:57,Almaty,Clear,Burgers,16.69,73,1,3
752,2025-04-15,13:27,Atyrau,Clear,Pizza,20.92,68,1,4
753,2025-02-10,13:29,Shymkent,Rain,Sushi,19.21,66,1,2
754,2025-03-25,13:06,Karaganda,Rain,Sushi,14.39,40,0,2
755,2025-04-14,21:39,Astana,Cloudy,Salads,16.55,72,1,2
756,2025-01-30,10:47,Atyrau,Rain,Burgers,19.96,56,1,1
757,2025-04-21,12:26,Karaganda,Clear,Pizza,12.23,44,0,1
758,2025-01-19,09:43,Astana,Cloudy,Salads,4.43,37,0,4
759,2025-02-08,14:15,Astana,Cloudy,Salads,8.39,51,1,2
760,2025-01-19,12:43,Almaty,Clear,Salads,17.45,85,1,5
761,2025-03-30,12:26,Almaty,Clear,Burgers,5.58,90,1,5
762,2025-03-30,15:39,Atyrau,Snow,Sushi,9.77,53,1,3
763,2025-03-26,19:42,Shymkent,Cloudy,Pizza,12.87,71,1,3
764,2025-04-28,19:24,Astana,Rain,Desserts,10.65,88,1,5
765,2025-01-19,13:15,Atyrau,Snow,Desserts,19.1,65,1,4
766,2025-03-27,08:21,Karaganda,Clear,Burgers,12.6,32,0,1
767,2025-04-05,19:51,Karaganda,Clear,Salads,12.22,54,1,2
768,2025-03-26,14:45,Karaganda,Snow,Pizza,18.72,69,1,3
769,2025-04-29,19:18,Karaganda,Clear,Pizza,21.99,50,1,1
770,2025-03-15,19:35,Shymkent,Clear,Pizza,7.59,20,0,5
771,2025-03-20,14:13,Almaty,Clear,Burgers,17.34,45,0,3
772,2025-04-01,19:58,Karaganda,Cloudy,Salads,16.8,35,0,3
773,2025-03-08,20:23,Karaganda,Snow,Sushi,4.67,81,1,2
774,2025-03-29,17:28,Karaganda,Clear,Pizza,15.95,85,1,5
775,2025-04-02,08:39,Atyrau,Rain,Salads,17.37,106,1,1
776,2025-02-26,16:58,Astana,Rain,Burgers,9.06,102,1,5
777,2025-02-07,09:05,Astana,Snow,Pizza,7.24,32,0,2
778,2025-02-04,18:10,Atyrau,Clear,Pizza,9.98,62,1,5
779,2025-02-10,17:35,Atyrau,Rain,Pizza,12.03,45,0,1
780,2025-03-07,20:48,Almaty,Clear,Burgers,4.86,35,0,5
781,2025-01-01,18:36,Astana,Clear,Desserts,7.05,83,1,5
782,2025-04-04,16:01,Atyrau,Cloudy,Desserts,21.82,63,1,1
783,2025-01-06,20:11,Almaty,Clear,Salads,16.76,80,1,5
784,2025-03-06,16:38,Karaganda,Clear,Desserts,24.93,60,1,1
785,2025-01-25,10:06,Karaganda,Cloudy,Salads,19.21,54,1,3
786,2025-03-24,13:35,Astana,Cloudy,Salads,14.12,20,0,5
787,2025-03-16,19:01,Almaty,Rain,Sushi,5.34,71,1,1
788,2025-03-28,08:50,Karaganda,Clear,Desserts,18.22,77,1,1
789,2025-02-27,20:16,Karaganda,Clear,Burgers,23.44,66,1,5
790,2025-01-29,10:56,Karaganda,Cloudy,Sushi,6.13,40,0,2
791,2025-01-25,11:58,Astana,Rain,Sushi,24.4,120,1,3
792,2025-01-29,13:40,Karaganda,Cloudy,Pizza,12.81,43,0,2
793,2025-01-28,09:41,Almaty,Clear,Pizza,9.42,67,1,4
794,2025-03-08,14:16,Almaty,Rain,Desserts,24.97,41,0,2
795,2025-03-18,18:35,Atyrau,Snow,Salads,7.9,97,1,2
796,2025-04-30,13:58,Astana,Clear,Salads,12.02,28,0,2
797,2025-01-30,19:09,Almaty,Clear,Pizza,24.45,32,0,1
798,2025-01-13,19:06,Astana,Rain,Salads,7.75,80,1,4
799,2025-03-03,14:47,Atyrau,Clear,Desserts,19.9,76,1,5
800,2025-02-11,14:49,Atyrau,Snow,Burgers,7.31,35,0,4
801,2025-03-20,12:14,Shymkent,Rain,Sushi,22.69,64,1,1
802,2025-03-29,15:34,Atyrau,Clear,Pizza,13.11,51,1,4
803,2025-01-09,20:06,Atyrau,Clear,Sushi,16.6,27,0,3
804,2025-03-09,17:42,Astana,Rain,Burgers,8.42,25,0,2
805,2025-02-03,13:41,Karaganda,Cloudy,Salads,9.65,47,1,2
806,2025-04-27,10:21,Karaganda,Cloudy,Desserts,18.82,28,0,1
807,2025-01-07,15:13,Shymkent,Cloudy,Desserts,16.25,75,1,5
808,2025-02-28,13:36,Atyrau,Clear,Sushi,22.89,29,0,5
809,2025-03-31,09:37,Almaty,Snow,Desserts,17.97,85,1,4
810,2025-04-14,08:09,Astana,Clear,Sushi,16.73,63,1,2
811,2025-01-20,08:59,Atyrau,Clear,Salads,20.94,18,0,4
812,2025-01-05,20:30,Astana,Snow,Sushi,9.11,33,0,5
813,2025-02-15,12:15,Shymkent,Clear,Salads,4.08,15,0,4
814,2025-03-27,15:28,Shymkent,Rain,Burgers,21.91,69,1,5
815,2025-01-03,16:21,Almaty,Cloudy,Desserts,22.87,55,1,4
816,2025-04-23,16:28,Karaganda,Snow,Salads,7.68,34,0,1
817,2025-03-22,21:55,Atyrau,Clear,Sushi,23.78,15,0,2
818,2025-01-28,20:13,Astana,Clear,Pizza,10.01,26,0,2
819,2025-04-13,11:17,Almaty,Clear,Pizza,10.45,54,1,4
820,2025-02-05,21:35,Almaty,Clear,Desserts,4.35,66,1,1
821,2025-02-10,22:00,Astana,Snow,Salads,10.37,40,0,4
822,2025-02-03,08:49,Karaganda,Clear,Burgers,20.33,32,0,5
823,2025-03-30,14:41,Atyrau,Rain,Salads,6.04,39,0,5
824,2025-04-12,13:52,Atyrau,Rain,Salads,7.53,110,1,5
825,2025-01-29,12:45,Karaganda,Snow,Pizza,24.61,33,0,3
826,2025-01-13,08:03,Astana,Snow,Desserts,4.13,94,1,1
827,2025-04-12,09:58,Atyrau,Cloudy,Sushi,10.22,30,0,4
828,2025-03-15,14:00,Shymkent,Rain,Desserts,9.72,107,1,1
829,2025-03-03,08:13,Atyrau,Rain,Salads,7.64,95,1,1
830,2025-04-13,13:28,Astana,Rain,Burgers,24.97,120,1,3
831,2025-03-19,08:30,Atyrau,Rain,Desserts,9.99,63,1,2
832,2025-01-11,11:20,Karaganda,Clear,Sushi,19.65,84,1,4
833,2025-03-10,15:43,Atyrau,Clear,Salads,15.2,85,1,2
834,2025-03-24,21:22,Karaganda,Cloudy,Pizza,9.8,84,1,1
835,2025-04-13,11:19,Karaganda,Rain,Burgers,13.53,85,1,5
836,2025-03-07,20:24,Atyrau,Clear,Sushi,18.87,45,0,2
837,2025-01-24,20:46,Shymkent,Cloudy,Pizza,7.0,46,1,1
838,2025-01-22,21:45,Karaganda,Cloudy,Salads,13.44,21,0,1
839,2025-03-11,14:58,Astana,Cloudy,Salads,10.18,62,1,2
840,2025-03-25,18:26,Almaty,Clear,Sushi,7.43,58,1,4
841,2025-02-02,11:37,Almaty,Cloudy,Pizza,23.72,23,0,3
842,2025-04-18,17:53,Shymkent,Rain,Sushi,12.03,109,1,5
843,2025-01-18,16:23,Karaganda,Clear,Burgers,24.7,45,0,2
844,2025-01-09,18:23,Shymkent,Clear,Desserts,17.24,20,0,4
845,2025-04-21,09:02,Karaganda,Clear,Burgers,7.48,43,0,1
846,2025-04-15,17:27,Almaty,Clear,Desserts,15.42,76,1,3
847,2025-01-17,16:45,Atyrau,Clear,Salads,12.98,55,1,4
848,2025-02-11,15:15,Astana,Rain,Sushi,16.55,101,1,5
849,2025-03-29,09:19,Shymkent,Cloudy,Pizza,7.15,79,1,2
850,2025-01-04,14:39,Karaganda,Clear,Desserts,14.66,87,1,5
851,2025-03-15,14:30,Atyrau,Clear,Desserts,6.54,56,1,3
852,2025-01-02,15:01,Atyrau,Clear,Salads,24.21,76,1,4
853,2025-03-04,14:04,Atyrau,Clear,Pizza,17.01,86,1,1
854,2025-02-26,19:53,Shymkent,Clear,Sushi,21.1,56,1,3
855,2025-04-21,14:43,Karaganda,Clear,Burgers,7.19,81,1,3
856,2025-04-03,12:38,Karaganda,Cloudy,Burgers,10.04,31,0,2
857,2025-02-25,19:44,Almaty,Cloudy,Burgers,20.33,48,1,4
858,2025-04-17,13:41,Karaganda,Clear,Sushi,22.11,41,0,1
859,2025-01-19,20:21,Shymkent,Clear,Desserts,11.86,42,0,4
860,2025-01-06,18:49,Karaganda,Clear,Burgers,24.95,38,0,3
861,2025-04-06,09:53,Karaganda,Clear,Salads,7.68,30,0,2
862,2025-04-27,10:35,Shymkent,Clear,Desserts,13.39,65,1,2
863,2025-02-08,21:23,Astana,Clear,Salads,20.55,35,0,4
864,2025-02-01,18:17,Karaganda,Clear,Salads,18.66,35,0,2
865,2025-02-17,19:52,Shymkent,Clear,Salads,10.94,82,1,1
866,2025-02-22,18:03,Almaty,Clear,Salads,8.72,35,0,2
867,2025-02-25,17:50,Astana,Clear,Sushi,6.64,68,1,4
868,2025-03-17,21:55,Karaganda,Rain,Salads,24.89,64,1,3
869,2025-02-22,16:56,Shymkent,Clear,Pizza,12.53,70,1,2
870,2025-02-02,17:40,Almaty,Cloudy,Pizza,23.57,15,0,3
871,2025-02-24,13:18,Shymkent,Rain,Desserts,12.48,42,0,2
872,2025-01-06,12:00,Atyrau,Cloudy,Salads,6.97,88,1,5
873,2025-03-17,12:28,Shymkent,Rain,Burgers,6.35,37,0,4
874,2025-01-13,18:39,Astana,Cloudy,Pizza,14.76,25,0,1
875,2025-02-20,11:37,Atyrau,Cloudy,Burgers,12.5,53,1,2
876,2025-02-02,08:07,Karaganda,Snow,Pizza,10.23,76,1,3
877,2025-04-08,14:26,Almaty,Rain,Pizza,18.83,54,1,2
878,2025-03-20,14:38,Almaty,Clear,Desserts,16.09,48,1,2
879,2025-03-30,10:15,Shymkent,Rain,Burgers,5.59,116,1,5
880,2025-03-25,22:43,Almaty,Cloudy,Pizza,4.61,69,1,1
881,2025-02-06,20:00,Karaganda,Clear,Sushi,11.14,29,0,3
882,2025-04-15,10:39,Almaty,Snow,Salads,6.25,36,0,4
883,2025-04-02,08:53,Karaganda,Clear,Desserts,6.22,45,0,2
884,2025-04-17,15:58,Astana,Clear,Desserts,17.59,18,0,5
885,2025-03-21,14:03,Karaganda,Rain,Burgers,20.82,47,1,3
886,2025-03-11,13:12,Shymkent,Clear,Sushi,15.9,60,1,4
887,2025-04-01,21:15,Karaganda,Clear,Pizza,5.35,60,1,5
888,2025-01-05,12:31,Astana,Cloudy,Desserts,23.39,56,1,4
889,2025-02-09,13:18,Atyrau,Rain,Salads,21.35,101,1,3
890,2025-01-27,08:24,Almaty,Clear,Salads,24.59,81,1,3
891,2025-02-10,11:06,Almaty,Clear,Sushi,11.67,61,1,3
892,2025-01-07,11:57,Atyrau,Clear,Desserts,22.01,64,1,5
893,2025-01-04,17:48,Almaty,Clear,Sushi,20.46,51,1,3
894,2025-04-24,18:17,Karaganda,Rain,Salads,14.09,110,1,1
895,2025-01-20,10:45,Karaganda,Rain,Pizza,5.58,106,1,3
896,2025-04-17,18:35,Karaganda,Clear,Pizza,14.04,40,0,5
897,2025-02-03,15:37,Karaganda,Clear,Desserts,13.45,29,0,2
898,2025-01-28,19:37,Shymkent,Clear,Sushi,23.5,56,1,3
899,2025-03-17,19:34,Karaganda,Rain,Salads,8.14,84,1,5
900,2025-04-24,20:38,Karaganda,Rain,Salads,17.04,78,1,1
901,2025-03-06,15:34,Almaty,Clear,Burgers,14.53,75,1,3
902,2025-03-22,18:38,Atyrau,Clear,Sushi,19.25,33,0,3
903,2025-03-28,08:27,Karaganda,Rain,Pizza,16.09,101,1,5
904,2025-04-24,18:17,Atyrau,Rain,Pizza,15.66,48,1,4
905,2025-02-03,09:28,Shymkent,Clear,Desserts,4.46,33,0,4
906,2025-03-23,13:48,Karaganda,Clear,Burgers,7.42,29,0,4
907,2025-03-22,19:27,Atyrau,Rain,Pizza,10.19,68,1,2
908,2025-04-25,13:48,Atyrau,Clear,Sushi,22.15,62,1,2
909,2025-04-13,17:27,Astana,Clear,Pizza,10.19,24,0,5
910,2025-03-11,08:25,Astana,Clear,Sushi,18.53,64,1,4
911,2025-02-03,15:07,Astana,Rain,Salads,22.62,60,1,2
912,2025-04-04,21:53,Shymkent,Rain,Sushi,7.0,71,1,4
913,2025-03-07,18:08,Atyrau,Clear,Burgers,24.13,45,0,5
914,2025-02-01,10:48,Almaty,Clear,Salads,18.56,56,1,1
915,2025-01-21,18:17,Atyrau,Clear,Pizza,18.35,63,1,3
916,2025-03-05,18:06,Almaty,Clear,Salads,12.12,80,1,3
917,2025-01-22,13:55,Karaganda,Cloudy,Burgers,17.82,40,0,5
918,2025-03-31,09:33,Shymkent,Clear,Salads,19.14,28,0,5
919,2025-02-27,14:06,Shymkent,Cloudy,Pizza,13.39,36,0,4
920,2025-03-24,12:28,Shymkent,Clear,Desserts,11.77,16,0,3
921,2025-01-01,15:58,Shymkent,Rain,Desserts,17.74,48,1,3
922,2025-02-26,10:48,Almaty,Rain,Salads,15.92,35,0,3
923,2025-01-23,13:11,Almaty,Clear,Pizza,7.73,58,1,3
924,2025-02-17,08:36,Atyrau,Clear,Sushi,17.38,80,1,4
925,2025-02-27,08:49,Atyrau,Cloudy,Sushi,17.06,36,0,3
926,2025-01-24,08:59,Almaty,Rain,Desserts,15.78,97,1,4
927,2025-03-28,22:14,Astana,Clear,Salads,19.02,30,0,4
928,2025-01-19,11:54,Astana,Clear,Sushi,20.06,54,1,1
929,2025-03-26,15:48,Shymkent,Rain,Desserts,15.54,84,1,4
930,2025-04-20,14:49,Atyrau,Clear,Pizza,4.89,17,0,5
931,2025-04-07,10:12,Astana,Clear,Sushi,8.3,17,0,2
932,2025-02-04,15:31,Karaganda,Clear,Sushi,21.81,34,0,1
933,2025-02-22,09:17,Shymkent,Cloudy,Burgers,12.18,86,1,3
934,2025-03-15,18:08,Almaty,Clear,Salads,24.26,79,1,3
935,2025-03-22,12:18,Almaty,Rain,Burgers,11.09,29,0,2
936,2025-01-29,13:16,Astana,Cloudy,Burgers,8.61,77,1,3
937,2025-02-21,11:56,Astana,Clear,Sushi,15.53,25,0,3
938,2025-01-31,16:33,Atyrau,Clear,Desserts,10.24,52,1,1
939,2025-04-18,09:20,Karaganda,Clear,Burgers,20.26,69,1,3
940,2025-01-30,10:58,Astana,Rain,Sushi,21.1,69,1,5
941,2025-01-12,13:37,Astana,Snow,Pizza,23.0,64,1,3
942,2025-03-12,16:24,Atyrau,Clear,Burgers,13.69,85,1,3
943,2025-03-18,22:31,Karaganda,Snow,Pizza,20.31,82,1,2
944,2025-01-24,17:25,Atyrau,Clear,Desserts,19.51,23,0,3
945,2025-02-22,10:13,Shymkent,Clear,Salads,20.66,45,0,1
946,2025-01-18,09:55,Almaty,Clear,Desserts,20.54,65,1,3
947,2025-01-15,21:07,Astana,Clear,Pizza,14.17,54,1,5
948,2025-03-02,08:24,Astana,Clear,Pizza,11.87,35,0,5
949,2025-02-01,13:15,Shymkent,Clear,Desserts,19.71,86,1,4
950,2025-02-01,10:27,Astana,Rain,Pizza,9.57,38,0,4
951,2025-01-18,14:03,Shymkent,Rain,Salads,14.24,82,1,4
952,2025-01-02,11:01,Atyrau,Clear,Salads,11.17,48,1,5
953,2025-03-02,09:27,Astana,Rain,Desserts,18.66,33,0,3
954,2025-03-31,16:22,Atyrau,Clear,Pizza,23.35,38,0,4
955,2025-01-26,21:34,Karaganda,Cloudy,Salads,6.76,27,0,3
956,2025-03-01,15:59,Atyrau,Clear,Desserts,11.55,59,1,1
957,2025-01-14,11:17,Karaganda,Clear,Pizza,11.25,60,1,3
958,2025-04-04,19:18,Karaganda,Cloudy,Burgers,8.88,71,1,3
959,2025-03-10,18:38,Shymkent,Clear,Sushi,20.14,66,1,2
960,2025-04-30,09:25,Shymkent,Rain,Burgers,17.93,105,1,3
961,2025-04-16,17:33,Almaty,Snow,Desserts,21.63,52,1,5
962,2025-02-03,21:19,Almaty,Clear,Burgers,10.93,15,0,2
963,2025-04-08,21:27,Shymkent,Cloudy,Pizza,17.86,35,0,1
964,2025-02-14,10:32,Almaty,Rain,Pizza,5.45,113,1,3
965,2025-01-15,12:54,Almaty,Rain,Pizza,8.87,120,1,3
966,2025-03-20,14:07,Karaganda,Cloudy,Sushi,7.88,29,0,2
967,2025-02-01,21:23,Karaganda,Clear,Burgers,17.53,29,0,2
968,2025-02-12,15:20,Atyrau,Rain,Desserts,9.22,116,1,3
969,2025-01-15,17:18,Almaty,Clear,Desserts,4.14,40,0,1
970,2025-03-08,10:07,Atyrau,Clear,Salads,11.04,22,0,5
971,2025-01-25,15:25,Atyrau,Clear,Burgers,7.47,43,0,1
972,2025-04-19,13:47,Shymkent,Clear,Burgers,17.82,15,0,1
973,2025-03-12,14:55,Shymkent,Cloudy,Burgers,4.68,45,0,3
974,2025-04-10,13:51,Astana,Clear,Burgers,11.89,81,1,2
975,2025-03-17,18:30,Shymkent,Clear,Salads,23.6,64,1,1
976,2025-04-03,11:57,Almaty,Snow,Salads,5.82,112,1,3
977,2025-02-20,22:55,Astana,Rain,Sushi,12.76,75,1,1
978,2025-04-03,22:13,Astana,Rain,Burgers,15.49,91,1,1
979,2025-03-25,18:16,Shymkent,Cloudy,Sushi,15.8,43,0,2
980,2025-01-05,21:33,Astana,Rain,Desserts,8.43,96,1,3
981,2025-03-08,12:57,Astana,Rain,Pizza,18.31,64,1,5
982,2025-03-23,18:51,Shymkent,Clear,Desserts,16.88,17,0,3
983,2025-01-01,18:18,Shymkent,Rain,Sushi,17.62,60,1,1
984,2025-01-27,15:41,Shymkent,Clear,Sushi,14.74,65,1,5
985,2025-01-26,17:58,Shymkent,Snow,Sushi,24.56,53,1,4
986,2025-03-26,21:32,Almaty,Snow,Sushi,11.41,70,1,3
987,2025-02-26,16:52,Astana,Rain,Salads,15.59,60,1,3
988,2025-01-04,11:24,Karaganda,Rain,Salads,19.08,34,0,3
989,2025-03-28,14:56,Atyrau,Cloudy,Desserts,8.86,60,1,3
990,2025-02-22,18:33,Atyrau,Cloudy,Pizza,8.49,55,1,5
991,2025-04-03,10:50,Astana,Rain,Burgers,13.68,70,1,2
992,2025-01-15,08:59,Astana,Rain,Desserts,11.04,93,1,1
993,2025-03-03,08:44,Karaganda,Snow,Salads,10.29,101,1,1
994,2025-04-13,16:47,Almaty,Clear,Salads,24.51,24,0,2
995,2025-04-25,18:51,Karaganda,Clear,Pizza,24.02,35,0,2
996,2025-04-03,16:36,Shymkent,Rain,Salads,7.43,112,1,5
997,2025-01-10,10:03,Shymkent,Rain,Salads,20.04,33,0,3
998,2025-03-10,10:01,Astana,Clear,Burgers,15.22,33,0,5
999,2025-01-03,11:10,Karaganda,Rain,Pizza,23.98,30,0,2
1000,2025-01-11,08:29,Almaty,Clear,Pizza,24.99,27,0,3
1001,2025-02-23,14:37,Shymkent,Clear,Sushi,18.89,67,1,2
1002,2025-01-23,09:52,Atyrau,Clear,Burgers,7.61,58,1,2
1003,2025-02-28,20:33,Astana,Cloudy,Pizza,20.58,44,0,3
1004,2025-01-07,19:24,Shymkent,Rain,Desserts,11.25,120,1,3
1005,2025-03-16,18:43,Atyrau,Cloudy,Desserts,12.53,39,0,4
1006,2025-01-14,11:57,Atyrau,Rain,Pizza,18.66,93,1,2
1007,2025-01-10,10:50,Karaganda,Clear,Burgers,4.4,74,1,5
1008,2025-03-03,20:29,Almaty,Cloudy,Salads,10.31,85,1,5
1009,2025-01-14,16:00,Astana,Cloudy,Sushi,16.04,25,0,5
1010,2025-04-14,18:25,Shymkent,Clear,Burgers,21.72,28,0,5
1011,2025-04-21,18:46,Karaganda,Cloudy,Sushi,17.2,32,0,5
1012,2025-04-08,22:53,Astana,Clear,Sushi,24.04,43,0,4
1013,2025-01-02,15:55,Shymkent,Rain,Burgers,19.95,42,0,4
1014,2025-01-22,09:17,Shymkent,Snow,Sushi,16.43,57,1,3
1015,2025-03-12,12:17,Karaganda,Cloudy,Sushi,4.64,28,0,3
1016,2025-01-18,12:51,Shymkent,Snow,Sushi,11.73,106,1,3
1017,2025-01-04,08:56,Atyrau,Rain,Burgers,21.72,103,1,1
1018,2025-03-23,12:24,Atyrau,Rain,Desserts,7.56,26,0,1
1019,2025-03-12,10:11,Astana,Clear,Burgers,24.24,50,1,4
1020,2025-02-12,19:13,Karaganda,Rain,Sushi,6.65,48,1,3
1021,2025-02-22,20:34,Astana,Clear,Pizza,8.78,70,1,4
1022,2025-01-14,18:17,Karaganda,Clear,Pizza,12.97,15,0,4
1023,2025-03-12,09:10,Karaganda,Cloudy,Desserts,19.96,38,0,5
1024,2025-01-03,11:53,Karaganda,Rain,Sushi,12.85,57,1,1
1025,2025-01-16,18:01,Karaganda,Cloudy,Burgers,17.79,37,0,4
1026,2025-04-26,14:10,Shymkent,Clear,Pizza,18.06,54,1,3
1027,2025-01-13,11:02,Astana,Clear,Desserts,24.49,76,1,2
1028,2025-03-01,17:12,Karaganda,Clear,Sushi,9.41,38,0,4
1029,2025-01-09,08:21,Atyrau,Cloudy,Sushi,13.63,39,0,4
1030,2025-04-26,09:42,Almaty,Rain,Salads,13.12,59,1,2
1031,2025-01-26,18:34,Almaty,Clear,Pizza,9.13,68,1,5
1032,2025-04-29,21:35,Almaty,Cloudy,Burgers,19.9,64,1,5
1033,2025-01-23,22:24,Karaganda,Rain,Pizza,23.3,43,0,4
1034,2025-03-04,21:28,Karaganda,Clear,Desserts,24.36,26,0,4
1035,2025-01-04,18:18,Astana,Rain,Pizza,6.64,25,0,3
1036,2025-01-21,19:51,Almaty,Clear,Desserts,22.34,51,1,2
1037,2025-02-28,21:36,Almaty,Rain,Pizza,18.02,107,1,4
1038,2025-01-24,22:00,Astana,Clear,Burgers,8.24,49,1,3
1039,2025-01-09,16:54,Shymkent,Cloudy,Burgers,12.75,80,1,4
1040,2025-03-12,08:11,Shymkent,Rain,Salads,14.52,55,1,5
1041,2025-04-01,17:05,Almaty,Rain,Desserts,11.69,74,1,4
1042,2025-01-21,19:54,Shymkent,Clear,Salads,18.16,19,0,2
1043,2025-03-28,22:29,Astana,Clear,Salads,12.27,88,1,1
1044,2025-01-18,11:48,Astana,Cloudy,Desserts,22.33,66,1,3
1045,2025-01-29,08:04,Almaty,Clear,Burgers,19.67,49,1,1
1046,2025-03-30,12:28,Almaty,Snow,Burgers,13.15,101,1,3
1047,2025-02-07,19:39,Almaty,Clear,Sushi,19.98,68,1,1
1048,2025-04-06,14:32,Karaganda,Rain,Sushi,5.81,103,1,1
1049,2025-01-17,12:16,Atyrau,Cloudy,Desserts,17.21,70,1,2
1050,2025-04-23,09:01,Almaty,Clear,Pizza,10.15,27,0,4
1051,2025-01-31,13:19,Almaty,Clear,Salads,5.16,90,1,5
1052,2025-01-22,08:32,Astana,Cloudy,Desserts,22.6,66,1,5
1053,2025-02-10,12:14,Astana,Cloudy,Desserts,11.51,54,1,1
1054,2025-03-06,10:12,Almaty,Snow,Sushi,8.46,118,1,5
1055,2025-02-24,13:31,Atyrau,Clear,Desserts,18.03,20,0,5
1056,2025-01-19,08:09,Almaty,Clear,Sushi,23.56,19,0,2
1057,2025-03-20,19:47,Almaty,Cloudy,Burgers,20.44,31,0,4
1058,2025-02-01,16:01,Astana,Clear,Salads,8.42,48,1,1
1059,2025-02-04,11:37,Astana,Cloudy,Pizza,24.88,39,0,5
1060,2025-02-28,14:28,Atyrau,Clear,Burgers,23.84,79,1,5
1061,2025-01-22,08:06,Atyrau,Cloudy,Desserts,17.86,54,1,4
1062,2025-04-18,18:20,Almaty,Cloudy,Salads,8.15,36,0,3
1063,2025-01-15,13:00,Karaganda,Rain,Sushi,8.67,88,1,1
1064,2025-01-30,09:55,Shymkent,Clear,Burgers,22.1,38,0,3
1065,2025-02-05,11:50,Atyrau,Rain,Desserts,10.95,64,1,2
1066,2025-02-05,20:13,Astana,Rain,Desserts,17.07,64,1,5
1067,2025-03-01,15:09,Shymkent,Clear,Pizza,12.87,71,1,5
1068,2025-01-07,11:07,Almaty,Clear,Burgers,21.97,55,1,4
1069,2025-03-01,19:16,Karaganda,Cloudy,Pizza,15.62,42,0,5
1070,2025-01-07,20:02,Astana,Snow,Sushi,23.0,37,0,3
1071,2025-02-01,12:54,Almaty,Clear,Sushi,12.16,34,0,2
1072,2025-03-01,17:25,Atyrau,Clear,Burgers,23.33,82,1,4
1073,2025-04-18,10:54,Atyrau,Snow,Pizza,7.68,108,1,5
1074,2025-02-13,16:15,Atyrau,Clear,Salads,9.87,55,1,2
1075,2025-03-27,16:18,Atyrau,Clear,Desserts,13.67,55,1,2
1076,2025-03-22,19:17,Karaganda,Clear,Pizza,8.9,50,1,1
1077,2025-02-27,15:30,Atyrau,Snow,Desserts,5.77,103,1,1
1078,2025-03-25,08:09,Karaganda,Clear,Pizza,20.64,57,1,1
1079,2025-03-10,08:21,Shymkent,Clear,Desserts,17.59,37,0,1
1080,2025-04-19,21:22,Almaty,Cloudy,Sushi,16.71,28,0,4
1081,2025-02-18,12:52,Astana,Clear,Pizza,13.63,77,1,2
1082,2025-02-04,13:51,Almaty,Cloudy,Sushi,7.61,50,1,2
1083,2025-04-15,10:53,Karaganda,Clear,Burgers,10.58,54,1,1
1084,2025-02-06,10:48,Astana,Clear,Desserts,8.47,81,1,3
1085,2025-03-24,22:08,Almaty,Snow,Desserts,8.0,48,1,5
1086,2025-03-18,17:33,Astana,Cloudy,Pizza,15.53,50,1,4
1087,2025-01-24,12:45,Shymkent,Cloudy,Desserts,10.47,37,0,1
1088,2025-01-08,17:24,Atyrau,Clear,Burgers,14.41,86,1,4
1089,2025-01-16,16:39,Atyrau,Rain,Salads,13.01,62,1,1
1090,2025-02-28,13:18,Almaty,Rain,Salads,9.6,116,1,4
1091,2025-01-21,14:42,Almaty,Clear,Desserts,13.79,38,0,4
1092,2025-01-26,17:57,Astana,Cloudy,Burgers,20.36,52,1,4
1093,2025-03-01,12:18,Shymkent,Cloudy,Desserts,11.47,22,0,1
1094,2025-04-05,14:33,Karaganda,Cloudy,Burgers,14.18,45,0,3
1095,2025-04-19,16:19,Karaganda,Clear,Burgers,11.44,83,1,5
1096,2025-01-12,21:55,Almaty,Rain,Pizza,21.13,37,0,2
1097,2025-03-24,20:22,Almaty,Clear,Burgers,17.47,49,1,2
1098,2025-01-09,09:51,Almaty,Rain,Desserts,5.07,114,1,5
1099,2025-04-10,16:27,Shymkent,Clear,Pizza,12.92,29,0,2
1100,2025-01-11,09:55,Atyrau,Clear,Burgers,22.01,62,1,2
1101,2025-01-12,22:05,Almaty,Cloudy,Sushi,17.51,83,1,3
1102,2025-01-07,08:07,Almaty,Rain,Sushi,16.27,64,1,5
1103,2025-04-07,12:12,Shymkent,Clear,Pizza,24.14,69,1,1
1104,2025-01-26,14:18,Almaty,Snow,Pizza,17.84,64,1,3
1105,2025-02-19,15:54,Karaganda,Cloudy,Salads,20.08,43,0,1
1106,2025-02-22,14:32,Shymkent,Clear,Pizza,8.97,77,1,3
1107,2025-02-24,19:54,Atyrau,Rain,Salads,12.16,66,1,4
1108,2025-03-07,14:17,Shymkent,Clear,Sushi,10.75,23,0,5
1109,2025-01-21,21:55,Shymkent,Cloudy,Salads,18.27,34,0,4
